,tf_list
YHR128W,YOR028C; YEL009C; YOL108C; YNL216W; YHR124W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YGL073W; YLR403W; YCR084C; YMR037C; YKL112W; YIL131C; YDR253C; YIR033W; YJL127C; YIL036W; YOR344C; YFL031W; YFR034C; YKL020C; YOR162C; YGL071W; YPR199C; YPL254W; YOR290C; YHR178W; YNL068C; YOL116W; YJL110C; YDR146C; YDR520C
YNL130C-A,YOL108C; YDR259C; YHR124W; YKR099W; YMR021C
YMR200W,YEL009C; YMR016C; YHR084W; YER111C; YIL101C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YGL073W; YLR014C; YDR392W; YLR228C; YLR403W; YKL112W; YGR044C; YDR253C; YKR099W; YKL020C; YDR463W; YPR199C; YER161C; YPL254W; YER169W; YAL051W; YGL162W; YJL089W; YMR182C; YPR009W; YOR230W; YBL054W
YLR325C,YOR028C; YEL009C; YOL108C; YNL216W; YHR084W; YDR259C; YHR124W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YPL038W; YER040W; YGL073W; YDR392W; YNL199C; YLR403W; YPL075W; YMR043W; YIL131C; YKR099W; YIR033W; YJL127C; YIL036W; YNL314W; YGL237C; YPL177C; YPL248C; YOR032C; YOR363C; YBR240C; YOR344C; YOL028C; YBR049C; YNL027W; YER028C; YFR034C; YKL020C; YOR162C; YLR256W; YPR199C; YER161C; YPL254W; YOR290C; YMR164C; YBL103C; YPR104C; YNL068C; YHR206W; YLR223C; YLR098C; YPL049C; YDR520C
YOR110W,YOR028C; YEL009C; YKL032C; YHL027W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YER040W; YLR403W; YMR037C; YDR253C; YFL021W; YDL056W; YDL170W
YBL088C,YEL009C; YNL216W; YHR084W; YIR018W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YNL199C; YBR083W; YIL036W; YOR032C; YFL021W; YPR008W; YMR182C
YJR099W,YEL009C; YOL108C; YKL032C; YGR249W; YER111C; YHR124W; YDL020C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YGL073W; YLR403W; YGR044C; YDR253C; YIL036W; YBR049C; YFR034C; YOR162C; YGL071W; YPL254W; YMR019W
YFL030W,YOR028C; YEL009C; YNL216W; YHR084W; YIL101C; YHR124W; YJR127C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YER040W; YGL073W; YLR403W; YMR037C; YKL062W; YBR083W; YKL112W; YGR044C; YIL131C; YDR253C; YKR099W; YIR033W; YJL127C; YIL036W; YOR032C; YOR363C; YDR423C; YFL031W; YER028C; YDL106C; YFR034C; YOR162C; YDR123C; YPR199C; YIR013C; YDR096W; YHR056C; YJL056C; YBL103C; YHR178W; YNL068C; YFL021W; YER169W; YDL056W; YNL167C; YAL051W; YGL166W; YKL109W; YPL139C; YHL020C; YLR013W
YDR324C,YEL009C; YNL216W; YHL027W; YMR016C; YIR018W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YPL038W; YLR403W; YMR037C; YKL062W; YIL131C; YJL127C; YGL237C; YBR049C; YDL106C; YOR162C; YPL254W; YOR290C; YNL068C; YFL021W; YER169W; YDL056W; YPL089C
YNL300W,YEL009C; YKL032C; YCL055W; YGR249W; YKL043W; YNL216W; YHR084W; YER111C; YIL101C; YHR124W; YJR127C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YER040W; YGL073W; YDR392W; YLR228C; YNL199C; YLR403W; YPL075W; YMR070W; YMR037C; YKL062W; YBR083W; YMR043W; YKL185W; YIL131C; YDR207C; YDR253C; YKR099W; YIR033W; YIL036W; YGL237C; YPL177C; YPL248C; YOR032C; YPL133C; YOR344C; YOL028C; YNL027W; YFL031W; YGL209W; YER028C; YDL106C; YFR034C; YDR463W; YOR162C; YOR140W; YGL071W; YHR006W; YPR199C; YPR065W; YDR451C; YDR477W; YLR182W; YPL254W; YOR290C; YOR113W; YLR266C; YDR169C; YML081W; YHR178W; YNL068C; YHR206W; YER169W; YAL051W; YPL089C; YGL166W; YML027W; YKL109W; YNL103W; YKL015W; YDR213W; YGL162W; YKL038W; YDR146C; YHL009C; YMR182C; YKR064W; YER045C; YPR009W; YLR113W
YER183C,YEL009C; YNL216W; YHR124W; YIR018W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YLR403W; YMR070W; YDR253C; YBR240C; YGL209W; YDR463W; YML027W
YDR167W,YEL009C; YNL216W; YHL027W; YHR084W; YDL020C; YGL013C; YBL005W; YML007W; YJR060W; YPL038W; YLR403W; YCR084C; YMR070W; YMR043W; YDR253C; YIL036W; YPL177C; YPL248C; YOR363C; YOR344C; YER028C; YDR123C; YML099C; YBL103C; YDR501W
YFL018C,YEL009C; YKL032C; YCL055W; YKL043W; YNL216W; YHR084W; YIL101C; YHR124W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YCR084C; YPL075W; YMR070W; YKL062W; YKL112W; YMR043W; YDR253C; YKR099W; YOR162C; YGL071W; YPR065W; YLR182W; YOR290C; YHR178W; YFL021W; YER169W; YKL109W; YKL015W; YGL162W; YLR131C; YKL038W
YER142C,YOR028C; YEL009C; YHL027W; YMR016C; YHR084W; YIR018W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YGL073W; YMR037C; YKL062W; YDR216W; YDR207C; YDR253C; YKR099W; YIR033W; YIL036W; YMR021C; YPR065W; YHR056C; YLR182W; YPL254W; YOL067C; YDR310C; YER169W; YML027W; YJL110C; YLR098C
YJR104C,YOR028C; YER109C; YEL009C; YOL108C; YKL032C; YNL216W; YMR016C; YHR084W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YLR403W; YCR084C; YPL075W; YMR070W; YMR037C; YKL062W; YKL112W; YIL131C; YDR253C; YKR099W; YNL314W; YGL237C; YPL177C; YPL248C; YOR032C; YOR363C; YBR240C; YOR344C; YOL028C; YPL202C; YDR423C; YNL027W; YER028C; YKL020C; YDR123C; YGL071W; YLR256W; YPR199C; YPR065W; YHR056C; YPL254W; YOR290C; YJL056C; YHR178W; YPR104C; YNL068C; YHR206W; YER169W; YAL051W; YGL166W; YCR065W; YNL103W; YKL015W; YPR008W; YHL020C; YGL162W; YMR182C
YJL003W,YOR028C; YEL009C; YDR043C; YHR084W; YHR124W; YJR127C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YGL073W; YNL199C; YCR084C; YDR253C; YKR099W; YIL036W; YGL237C; YOR344C; YPL202C; YBR066C; YDL106C; YGL071W; YDR477W; YFL021W; YNL167C; YPL139C; YBR239C
YFR050C,YEL009C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YCR084C; YPL075W; YIL131C; YDR253C; YIL036W; YBR049C; YOR290C; YNL068C; YER169W; YPL139C
YML030W,YOR028C; YEL009C; YKL032C; YHL027W; YER111C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YGL073W; YDR392W; YLR403W; YMR037C; YKL062W; YKR099W; YPL177C; YPL248C; YOR032C; YOR363C; YBR240C; YOR344C; YFL021W; YNL167C
YOR044W,YOR028C; YEL009C; YOL108C; YMR016C; YHR084W; YDL020C; YGL013C; YBL005W; YML007W; YJR060W; YPL038W; YMR070W; YMR037C; YKL112W; YMR043W; YDR253C; YIR033W; YGL237C; YOR344C; YBR049C; YNL027W; YDR463W; YOR140W; YDR123C; YGL071W; YLR256W; YPR065W; YER161C; YHR178W; YPR104C; YER169W; YDL056W; YML027W; YNL103W; YJL089W
YMR167W,YOR028C; YEL009C; YHR084W; YJR127C; YIR018W; YDL020C; YBL005W; YML007W; YPL038W; YLR403W; YBR083W; YDR253C; YDL106C; YNL167C; YIR023W
YKR097W,YEL009C; YKL032C; YDR043C; YHL027W; YMR016C; YHR084W; YIL101C; YHR124W; YJR127C; YDL020C; YGL013C; YBL005W; YML007W; YJR060W; YPL038W; YER040W; YNL199C; YLR403W; YCR084C; YPL075W; YMR037C; YKL062W; YBR083W; YDR216W; YMR043W; YKL185W; YDR253C; YKR099W; YJL127C; YIL036W; YOR032C; YPL133C; YDR423C; YNL027W; YGL209W; YER028C; YOR162C; YOR140W; YDR123C; YGL071W; YLR256W; YPR199C; YIR013C; YDR096W; YPR065W; YOR290C; YOR113W; YGL035C; YOL067C; YMR039C; YML076C; YHR178W; YPR104C; YHR206W; YAL051W; YPL089C; YML027W; YKL109W; YBR239C; YMR280C; YJL110C; YLR013W; YGL162W; YJL089W; YMR182C; YBR112C; YER184C
YJR032W,YOR028C; YEL009C; YGR249W; YIR017C; YJR060W; YPL038W; YPL075W; YKL112W; YMR043W; YIL131C; YDR253C; YBR049C; YNL027W; YOR290C; YFL021W
YNL249C,YEL009C; YNL216W; YDL020C; YGL013C; YBL005W; YML007W; YPL038W; YER040W; YGL073W; YLR403W; YDR253C; YOL028C; YFL031W; YOR290C
YHR043C,YEL009C; YDR043C; YHR084W; YIL101C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YER040W; YGL073W; YMR037C; YKL062W; YKL112W; YIL131C; YDR253C; YFL031W; YGL209W; YER028C; YBR066C; YKL020C; YHR056C; YGL035C; YPR104C; YFL021W; YGL162W; YJL089W
YMR011W,YOR028C; YER109C; YEL009C; YOL108C; YKL032C; YDR043C; YKL043W; YNL216W; YMR016C; YHR084W; YER111C; YIL101C; YDR259C; YHR124W; YDL020C; YGL013C; YBL005W; YML007W; YPL038W; YER040W; YNL199C; YLR403W; YCR084C; YPL075W; YMR070W; YMR037C; YKL062W; YDR216W; YIL131C; YDR207C; YDR253C; YKR099W; YIL036W; YGL237C; YPL177C; YPL248C; YOR363C; YPL133C; YBR240C; YDR423C; YNL027W; YGL209W; YER028C; YBR066C; YDL106C; YGL096W; YOR162C; YOR140W; YDR123C; YGL071W; YLR256W; YPR199C; YIR013C; YDR096W; YPR065W; YDR451C; YOL089C; YBR297W; YPL254W; YOR290C; YGL035C; YMR164C; YOL067C; YIL130W; YJL056C; YBL103C; YHR178W; YNL068C; YFL021W; YER169W; YNL167C; YGL166W; YML027W; YNL103W; YKL015W; YBR239C; YJL110C; YGL162W; YLR131C; YKL038W; YBR033W; YDL048C; YBR112C
YML049C,YEL009C; YOL108C; YHL027W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YLR403W; YBR083W; YDR216W; YDR253C; YPL202C; YDR123C; YOR290C; YHR178W; YMR182C
YHR197W,YEL009C; YOL108C; YNL216W; YHL027W; YMR016C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YGL073W; YNL199C; YLR403W; YCR084C; YMR037C; YKL062W; YKL112W; YGR044C; YDR253C; YIL036W; YGL237C; YGL209W; YFR034C; YKL020C; YOR162C; YOL089C; YPL254W; YOR290C; YLR266C; YHR178W; YPR104C; YFL021W; YER169W; YNL103W; YHL020C
YHR052W,YEL009C; YOL108C; YMR016C; YHR084W; YER111C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YER040W; YLR403W; YMR037C; YKL062W; YDR216W; YKL112W; YDR207C; YDR253C; YFR034C; YKL020C; YOR162C; YOR140W; YPR199C; YHR056C; YOR290C; YDR310C; YNL068C; YFL021W; YER169W; YPL089C; YGL162W
YPR186C,YEL009C; YHR084W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YMR070W; YBR083W; YKL112W; YIL131C; YDR253C; YLR176C; YPR065W; YOL089C; YNL068C; YER169W; YKL109W
YJR035W,YEL009C; YMR016C; YHR084W; YIR017C; YPL038W; YER040W; YGL073W; YBR083W; YDR253C; YKR099W; YIL036W; YFL021W; YNL167C
YNL072W,YOR028C; YEL009C; YNL216W; YMR016C; YJR127C; YDL020C; YIR017C; YJR060W; YPL038W; YLR403W; YPL075W; YMR037C; YBR083W; YKL112W; YDR207C; YDR253C; YJL127C; YBR049C; YGL071W; YPR199C; YHR206W; YNL103W
YPL009C,YEL009C; YOL108C; YER111C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YER040W; YGL073W; YDR392W; YLR403W; YMR037C; YKL062W; YBR083W; YDR253C; YKR099W; YDL106C; YDR123C; YGL071W; YGL254W
YNR043W,YOR028C; YEL009C; YCL055W; YGR249W; YNL216W; YHL027W; YMR016C; YER111C; YIL101C; YJR127C; YIR018W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YCR084C; YPL075W; YMR037C; YBR083W; YGR044C; YIL036W; YPL177C; YPL248C; YOR032C; YOR363C; YOR344C; YOL028C; YBR049C; YDR123C; YLR256W; YPL254W; YOR290C; YHR206W; YDL056W; YKL015W; YLR131C; YKL038W; YHL009C
YIL120W,YEL009C; YOL108C; YMR016C; YHR084W; YDR259C; YDL020C; YGL013C; YBL005W; YML007W; YPL038W; YDR392W; YCR084C; YBR083W; YDR216W; YKL112W; YIL131C; YDR207C; YDR253C; YKR099W; YPL248C; YOR363C; YMR021C; YOR162C; YDR123C; YLR176C; YLR182W; YLR266C; YAL051W; YML027W; YGL162W
YAL064C-A,YOR028C; YER109C; YEL009C; YOL108C; YKL032C; YCL055W; YGR249W; YDR043C; YKL043W; YNL216W; YHL027W; YMR016C; YHR084W; YER111C; YIL101C; YDR259C; YHR124W; YJR127C; YIR018W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YER040W; YGL073W; YLR014C; YDR392W; YLR228C; YNL199C; YLR403W; YCR084C; YPL075W
YBR252W,YOR028C; YEL009C; YOL108C; YNL216W; YMR016C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YGL073W; YCR084C; YPL075W; YKL112W; YIL131C; YDR207C; YDR253C; YKR099W; YIR033W; YJL127C; YIL036W; YNL314W; YGL237C; YPL177C; YPL248C; YOR032C; YOR363C; YPL133C; YBR240C; YOR344C; YOL028C; YBR049C
YPR124W,YOR028C; YEL009C; YOL108C; YCL055W; YMR016C; YHR084W; YIL101C; YJR127C; YIR018W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YER040W; YLR403W; YCR084C; YMR037C; YKL062W; YBR083W; YDR253C; YJL127C; YPL177C; YPL248C; YMR021C; YBR182C; YKL020C; YDR123C; YGL071W; YLR256W; YPR199C; YOL089C; YGL035C; YDR310C; YBL103C; YHR206W; YER169W; YKL015W; YDR213W; YMR280C; YDR146C; YIR023W
YAL051W,YEL009C; YNL216W; YMR016C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YPL038W; YDR392W; YKR099W; YKL020C; YAL051W; YKR064W
YBR011C,YEL009C; YKL032C; YNL216W; YHR084W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YER040W; YGL073W; YDR392W; YLR403W; YPL075W; YBR083W; YKL112W; YIL131C; YDR253C; YIL036W; YOR032C; YPL133C; YBR240C; YOR344C; YFL031W; YKL020C; YDR123C; YPL254W; YHR178W; YNL068C; YHR206W; YGL166W; YNL103W; YKL015W; YDR421W; YLR131C; YKL038W; YDR146C; YHL009C; YER045C
YMR093W,YEL009C; YNL216W; YMR016C; YER111C; YHR124W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YER040W; YDR392W; YNL199C; YLR403W; YCR084C; YKL112W; YDR207C; YDR253C; YKR099W; YIR033W; YJL127C; YIL036W; YGL237C; YNL027W; YMR021C; YGL209W; YDL106C; YKL020C; YLR182W; YPL254W; YOR290C; YHR178W; YPR104C; YNL068C; YFL021W; YER169W; YGL166W; YLR013W; YGL162W; YMR042W; YMR182C; YER184C
YNL064C,YOR028C; YEL009C; YHL027W; YIR018W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YER040W; YGL073W; YDR392W; YLR228C; YNL199C; YLR403W; YCR084C; YMR037C; YKL062W; YKL112W; YGR044C; YIL131C; YDR207C; YDR253C; YKR099W; YJL127C; YIL036W; YGL237C; YOR032C; YOR363C; YPL202C; YER028C; YDL106C; YKL020C; YOR162C; YOR140W; YDR123C; YGL071W; YPR065W; YHR056C; YDR451C; YPL254W; YOR290C; YMR164C; YLR266C; YOL067C; YJL056C; YBL103C; YNL068C; YFL021W; YER169W; YDL056W; YOL116W; YGL166W; YDL170W; YKL109W; YPL139C; YER184C
YGR184C,YER109C; YEL009C; YHR084W; YHR124W; YDL020C; YGL013C; YBL005W; YML007W; YJR060W; YPL038W; YLR403W; YMR043W; YIL131C; YDR253C; YIL036W; YBR049C; YKL020C; YOR162C; YHR178W; YNL068C
YNL204C,YEL009C; YMR016C; YHR084W; YHR124W; YJR127C; YDL020C; YGL013C; YBL005W; YML007W; YJR060W; YPL038W; YER040W; YGL073W; YDR392W; YLR228C; YCR084C; YBR083W; YLR451W; YDR207C; YDR253C; YIL036W; YOR363C; YPL254W; YMR164C; YDR310C; YHR178W; YFL021W; YDL056W; YAL051W; YJL089W
YOR356W,YOR028C; YER109C; YEL009C; YHR084W; YIR018W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YLR403W; YCR084C; YMR070W; YBR083W; YDR253C; YDR423C; YDL106C; YOR162C; YDR123C; YLR256W; YPR199C; YOL067C; YDR310C
YGR245C,YEL009C; YOL108C; YHL027W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YLR403W; YMR037C; YKL062W; YDR216W; YMR043W; YDR253C; YJL127C; YGL237C; YGL071W; YHR178W; YFL021W; YER169W; YKL109W; YLR013W
YJL174W,YEL009C; YOL108C; YIL101C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YKL112W; YDR253C; YKR099W; YIR013C; YKR034W; YLR013W
YJL079C,YOR028C; YER109C; YEL009C; YKL032C; YCL055W; YDR043C; YKL043W; YNL216W; YHL027W; YMR016C; YHR084W; YER111C; YIL101C; YDR259C; YHR124W; YJR127C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YER040W; YGL073W; YDR392W; YLR228C; YNL199C; YLR403W; YCR084C; YMR070W; YMR037C; YKL062W; YLR451W; YKL112W; YMR043W; YIL131C; YDR207C; YDR253C; YKR099W; YJL127C; YIL036W; YPL177C; YPL248C; YOR363C; YOR344C; YBR049C; YPL202C; YFL031W; YGL209W; YER028C; YBR066C; YOR162C; YOR140W; YDR123C; YGL071W; YLR256W; YPR065W; YDR451C; YBR297W; YDR477W; YLR182W; YGL035C; YJL056C; YPR104C; YNL068C; YHR206W; YFL021W; YER169W; YDL056W; YAL051W; YPL089C; YGL166W; YOR372C; YML027W; YKL109W; YKL015W; YDR213W; YPR008W; YJL110C; YHL020C; YLR131C
YOR313C,YOR028C; YER109C; YEL009C; YOL108C; YKL032C; YGR249W; YKL043W; YNL216W; YHL027W; YMR016C; YHR084W; YER111C; YIL101C; YHR124W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YLR228C; YNL199C; YMR070W; YBR083W; YKL112W; YMR043W; YGR044C; YIL131C; YDR207C; YDR253C; YKR099W; YOR032C; YDR423C; YFL031W; YMR021C; YDR463W; YGL096W; YDR123C; YHR006W; YIR013C; YDR096W; YPR065W; YDR451C; YOR113W; YDR310C; YBL103C; YPR104C; YNL068C; YER169W; YLR223C; YAL051W; YML027W; YKL109W; YNL103W; YLR013W
YOL011W,YOR028C; YEL009C; YOL108C; YKL032C; YNL216W; YHR084W; YER111C; YDR259C; YHR124W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YGL073W; YCR084C; YMR037C; YKL062W; YBR083W; YMR043W; YIL131C; YDR207C; YDR253C; YKR099W; YIR033W; YJL127C; YPL177C; YPL248C; YOR363C; YPL133C; YOR344C; YBR049C; YNL027W; YER028C; YDL106C; YFR034C; YKL020C; YDR123C; YPR065W; YDR451C; YER161C; YPL254W; YOR290C; YHR178W; YPR104C; YNL068C; YHR206W; YAL051W; YML027W; YNL103W; YPR008W
YOL077W-A,YOR028C; YEL009C; YMR016C; YHR084W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YER040W; YPL075W; YMR070W; YDR216W; YLR451W; YIL131C; YDR253C; YIL036W; YNL314W; YGL237C; YPL177C; YPL248C; YOR032C; YOR363C; YPL133C; YBR240C; YOR344C; YDR423C; YNL027W; YFL031W; YMR021C; YDL106C; YDR463W; YOR162C; YGL071W; YDR096W; YPR065W; YHR056C; YDR451C; YER161C; YMR164C; YJL056C; YBL103C; YHR178W; YPR104C; YHR206W; YFL021W; YER169W; YGL166W; YBL021C; YKL109W; YNL103W; YPR008W; YDR421W; YOR358W; YGL162W; YLR131C; YMR042W; YDR146C; YMR182C
YOR311C,YOR028C; YEL009C; YMR016C; YHR124W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YLR403W; YKL062W; YDR253C; YKR099W; YJL127C; YNL314W; YGL237C; YBR049C; YDR310C; YKL109W; YPL139C; YGL162W; YDR009W
YIR032C,YOR028C; YEL009C; YOL108C; YDR043C; YHR084W; YDR259C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YER040W; YLR403W; YMR037C; YBR083W; YER130C; YLR451W; YDR207C; YDR253C; YKR099W; YNL314W; YGL237C; YNL027W; YBR066C; YFR034C; YKL020C; YDR463W; YOR162C; YHR006W; YDR096W; YPR065W; YKR034W; YBL103C; YFL021W; YER169W; YNL167C; YPL128C; YJL110C; YIR023W
YGR061C,YEL009C; YNL216W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YER040W; YGL073W; YLR403W; YCR084C; YMR037C; YMR043W; YGR044C; YDR207C; YDR253C; YKR099W; YIR033W; YJL127C; YIL036W; YGL237C; YDL106C; YOR162C; YOR290C; YNL097C; YHR206W; YFL021W; YJL110C; YLR098C; YBR033W
YNL153C,YEL009C; YNL216W; YJR127C; YDL020C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YKL112W; YDR253C; YBR240C; YLR176C
YDR179C,YOR028C; YER109C; YEL009C; YNL216W; YHL027W; YHR084W; YDR259C; YDL020C; YGL013C; YBL005W; YML007W; YPL038W; YER040W; YGL073W; YDR392W; YLR228C; YNL199C; YLR403W; YBR083W; YMR043W; YIL131C; YDR253C; YIL036W; YGL237C; YPL177C; YPL248C; YOR032C; YOR363C; YBR240C; YOR344C; YFR034C; YKL020C; YDR463W; YOR162C; YDR123C; YGL071W; YDR451C; YOR290C; YML099C; YOL067C; YBL103C; YHR178W; YPR104C; YGL254W; YFL021W; YOL116W; YPL089C; YKL109W; YDR213W; YDR421W; YOR358W
YBR097W,YEL009C; YKL043W; YMR016C; YHR084W; YDL020C; YGL013C; YBL005W; YML007W; YPL038W; YMR070W; YMR037C; YKL062W; YBR083W; YER130C; YDR216W; YLR451W; YKL112W; YMR043W; YKL185W; YGR044C
YDL141W,YEL009C; YHR084W; YJR127C; YIR018W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YGL073W; YLR403W; YCR084C; YPL075W; YMR043W; YDR253C; YIL036W; YGL237C; YPL177C; YOR363C; YDR423C; YER028C; YOR162C; YDR451C; YER161C; YPL254W; YOR290C; YHR178W; YCR065W
YDR201W,YEL009C; YKL032C; YHR084W; YJR127C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YPL038W; YLR403W; YBR083W; YIL131C; YDR253C; YOR344C; YGL096W; YFL021W; YER169W
YGL200C,YEL009C; YNL216W; YHR084W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL075W; YBR083W; YDR253C; YIL036W; YGL237C; YBR049C; YFL031W; YFR034C; YGL071W; YPR104C; YNL068C; YFL021W; YAL051W
YHR002W,YEL009C; YMR016C; YHR084W; YIL101C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YKL112W; YDR253C; YFL031W; YKL020C; YHR006W; YPR199C; YHR206W; YBR033W
YEL070W,YOR028C; YEL009C; YOL108C; YKL032C; YGR249W; YDR043C; YKL043W; YHL027W; YMR016C; YHR084W; YER111C; YDR259C; YHR124W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YMR070W; YMR037C; YKL062W; YDR253C; YKR099W; YNL314W; YGL237C; YPL177C; YOR344C; YPL202C; YFL031W; YGL209W; YER028C; YOR140W; YDR123C; YLR256W; YPR199C; YLR176C; YPR065W; YGL035C; YMR164C; YBL103C; YHR178W; YPR104C; YNL167C; YPL089C; YGL166W; YKL015W; YDR213W
YAL001C,YOR028C; YIL131C; YEL009C; YGL209W; YMR037C; YKL062W; YGL013C; YBL005W; YDL020C; YBR083W; YML007W; YPR104C; YHR124W; YIR017C; YJR060W; YPL038W; YER040W; YJL056C; YIL036W; YPL254W; YOR290C; YGL073W; YHL027W; YHR178W; YHR084W; YPL230W; YGL254W; YMR019W; YHR006W; YOR363C; YMR164C
YER075C,YIL131C; YNL068C; YEL009C; YMR037C; YGL013C; YBL005W; YDL020C; YNL167C; YBR083W; YML007W; YIR018W; YML027W; YPR104C; YHR124W; YIR017C; YJR060W; YPL038W; YFL031W; YDR123C; YHR206W; YMR016C; YCR084C; YKL043W; YHR178W; YHR084W; YOL108C; YAL051W; YKL032C; YJR127C; YDR253C; YOR344C; YOR363C
YCR107W,YGL071W; YKR099W; YEL009C; YJL110C; YER028C; YGL013C; YBL005W; YDL020C; YLR403W; YBR083W; YML007W; YIR018W; YPR104C; YHR124W; YIR017C; YNL103W; YNL027W; YDR123C; YGR249W; YKL015W; YMR016C; YIL101C; YDL106C; YPL254W; YPL248C; YKL112W; YNL216W; YNL314W; YER169W; YPR199C; YJL127C; YHL027W; YPR065W; YPL128C; YOL108C; YKL032C; YBL103C; YPL202C; YKL185W; YDR043C; YBR297W; YMR164C; YCR106W; YBR182C; YDR259C; YMR182C; YLR451W; YLR223C
YER157W,YGL071W; YOR028C; YEL009C; YMR070W; YGL013C; YBL005W; YDL020C; YBR083W; YML007W; YIR017C; YJR060W; YPL038W; YFR034C; YIL036W; YOR290C; YCR084C; YBR049C; YDR463W; YPR065W; YHR084W; YKL032C; YBL103C; YDR501W
YFR043C,YKR099W; YEL009C; YMR043W; YGL013C; YBL005W; YDL020C; YER111C; YBR083W; YML007W; YIR017C; YJR060W; YPL038W; YDL106C; YIL036W; YCR084C; YNL216W; YPR199C; YHR178W; YHR084W; YDR096W
YLL025W,YNL068C; YEL009C; YNL199C; YJL110C; YDR081C; YGL013C; YBL005W; YDL020C; YML007W; YIR017C; YPL038W; YER040W; YNL103W; YLR228C; YIR013C; YLR176C; YMR016C; YDR213W; YDL106C; YCR084C; YOR032C; YKL112W; YGL073W; YLR013W; YPR065W; YHR084W; YDR253C; YDR096W; YBL103C
YML061C,YEL009C; YGL013C; YBL005W; YDL020C; YLR403W; YBR083W; YML007W; YIR017C; YJR060W; YPL038W; YGR249W; YIL101C; YIL036W; YCR084C; YDR392W; YHL027W; YHR084W; YDR253C
YOL051W,YNL068C; YER109C; YEL009C; YER028C; YMR070W; YMR037C; YGL013C; YBL005W; YDL020C; YLR403W; YML007W; YIR018W; YIR017C; YJR060W; YPL038W; YGL166W; YDR123C; YIL101C; YDL106C; YPL177C; YNL216W; YBR049C; YER169W; YFL021W; YPR008W; YGL237C; YHR084W; YPL128C; YKL032C; YDR253C; YDR423C; YBR297W; YOL067C; YDL048C
